Disaster Type,Subregion,Start Year,Region
Storm,Eastern Europe,2005,Europe
Storm,Eastern Europe,2005,Europe
Storm,Eastern Europe,2005,Europe
Storm,Southern Europe,2005,Europe
Storm,Western Asia,2005,Asia
Storm,Sub-Saharan Africa,2005,Africa
Flood,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Flood,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Storm,Australia and New Zealand,2005,Oceania
Storm,Northern Europe,2005,Europe
Earthquake,Western Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Sub-Saharan Africa,2005,Africa
Storm,Northern Africa,2005,Africa
Flood,Southern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Storm,Southern Asia,2005,Asia
Earthquake,Southern Asia,2005,Asia
Flood,Northern Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Flood,Southern Asia,2005,Asia
Storm,Polynesia,2005,Oceania
Storm,Polynesia,2005,Oceania
Flood,Northern America,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Central Asia,2005,Asia
Flood,Central Asia,2005,Asia
Storm,South-eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Earthquake,Western Asia,2005,Asia
Earthquake,Eastern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Earthquake,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Storm,Sub-Saharan Africa,2005,Africa
Storm,Australia and New Zealand,2005,Oceania
Storm,Eastern Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Storm,Polynesia,2005,Oceania
Storm,Polynesia,2005,Oceania
Storm,Sub-Saharan Africa,2005,Africa
Earthquake,South-eastern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Wildfire,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Volcanic activity,South-eastern Asia,2005,Asia
Flood,Northern America,2005,Americas
Volcanic activity,Sub-Saharan Africa,2005,Africa
Earthquake,Eastern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Flood,Eastern Europe,2005,Europe
Flood,Southern Europe,2005,Europe
Flood,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Storm,Northern America,2005,Americas
Flood,Western Asia,2005,Asia
Flood,South-eastern Asia,2005,Asia
Flood,Western Asia,2005,Asia
Flood,Western Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Earthquake,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Flood,Sub-Saharan Africa,2005,Africa
Storm,Southern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Flood,Southern Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Storm,Southern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Eastern Europe,2005,Europe
Flood,Southern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,South-eastern Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Flood,Northern America,2005,Americas
Storm,Southern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Sub-Saharan Africa,2005,Africa
Flood,Australia and New Zealand,2005,Oceania
Storm,South-eastern Asia,2005,Asia
Flood,Central Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Eastern Asia,2005,Asia
Volcanic activity,Melanesia,2005,Oceania
Flood,Sub-Saharan Africa,2005,Africa
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Flood,Northern Europe,2005,Europe
Flood,Southern Asia,2005,Asia
Flood,South-eastern Asia,2005,Asia
Earthquake,Latin America and the Caribbean,2005,Americas
Earthquake,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Extreme temperature,Southern Asia,2005,Asia
Extreme temperature,Southern Asia,2005,Asia
Flood,Northern Africa,2005,Africa
Earthquake,Melanesia,2005,Oceania
Earthquake,Western Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Extreme temperature,Eastern Asia,2005,Asia
Flood,Western Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Extreme temperature,Southern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Northern America,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Central Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Western Europe,2005,Europe
Flood,Western Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Wildfire,Western Europe,2005,Europe
Wildfire,Southern Europe,2005,Europe
Flood,Central Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Wildfire,Southern Europe,2005,Europe
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Wildfire,Northern America,2005,Americas
Storm,Southern Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Western Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Flood,Southern Asia,2005,Asia
Flood,Northern Europe,2005,Europe
Wildfire,South-eastern Asia,2005,Asia
Wildfire,South-eastern Asia,2005,Asia
Wildfire,South-eastern Asia,2005,Asia
Flood,South-eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Flood,Southern Europe,2005,Europe
Flood,Western Europe,2005,Europe
Flood,Western Europe,2005,Europe
Flood,Western Europe,2005,Europe
Storm,Latin America and the Caribbean,2005,Americas
Flood,Eastern Europe,2005,Europe
Wildfire,Northern America,2005,Americas
Storm,Eastern Asia,2005,Asia
Storm,Northern America,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Flood,Southern Europe,2005,Europe
Flood,Eastern Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Storm,South-eastern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Flood,South-eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Western Europe,2005,Europe
Flood,Western Europe,2005,Europe
Flood,Melanesia,2005,Oceania
Flood,Eastern Europe,2005,Europe
Flood,Australia and New Zealand,2005,Oceania
Storm,Latin America and the Caribbean,2005,Americas
Flood,Sub-Saharan Africa,2005,Africa
Storm,Northern America,2005,Americas
Storm,South-eastern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Wildfire,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,South-eastern Asia,2005,Asia
Storm,South-eastern Asia,2005,Asia
Storm,South-eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Flood,Eastern Europe,2005,Europe
Storm,Northern America,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Flood,Sub-Saharan Africa,2005,Africa
Storm,Northern America,2005,Americas
Flood,Southern Asia,2005,Asia
Earthquake,Latin America and the Caribbean,2005,Americas
Flood,Sub-Saharan Africa,2005,Africa
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Volcanic activity,Latin America and the Caribbean,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Earthquake,Southern Asia,2005,Asia
Earthquake,Southern Asia,2005,Asia
Earthquake,Southern Asia,2005,Asia
Flood,Northern Africa,2005,Africa
Flood,Northern America,2005,Americas
Flood,South-eastern Asia,2005,Asia
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Northern America,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Flood,South-eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Northern America,2005,Americas
Flood,Eastern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Storm,South-eastern Asia,2005,Asia
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,South-eastern Asia,2005,Asia
Storm,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Western Europe,2005,Europe
Earthquake,Eastern Asia,2005,Asia
Earthquake,Southern Asia,2005,Asia
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Northern Europe,2005,Europe
Extreme temperature,Western Europe,2005,Europe
Volcanic activity,Sub-Saharan Africa,2005,Africa
Storm,Northern Africa,2005,Africa
Storm,Northern Africa,2005,Africa
Volcanic activity,Melanesia,2005,Oceania
Flood,South-eastern Asia,2005,Asia
Earthquake,Sub-Saharan Africa,2005,Africa
Earthquake,Sub-Saharan Africa,2005,Africa
Flood,Southern Asia,2005,Asia
Storm,Northern America,2005,Americas
Earthquake,Southern Asia,2005,Asia
Extreme temperature,Northern America,2005,Americas
Flood,South-eastern Asia,2005,Asia
Flood,South-eastern Asia,2005,Asia
Storm,Sub-Saharan Africa,2005,Africa
Flood,South-eastern Asia,2005,Asia
Flood,Southern Europe,2005,Europe
Flood,Southern Europe,2005,Europe
Storm,Australia and New Zealand,2005,Oceania
Extreme temperature,Southern Asia,2005,Asia
Extreme temperature,Southern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Eastern Europe,2006,Europe
Extreme temperature,Eastern Europe,2006,Europe
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Eastern Europe,2005,Europe
Extreme temperature,Western Europe,2006,Europe
Extreme temperature,Southern Europe,2005,Europe
Extreme temperature,Northern Europe,2006,Europe
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Northern Europe,2005,Europe
Extreme temperature,Southern Europe,2005,Europe
Extreme temperature,Eastern Europe,2005,Europe
Extreme temperature,Southern Europe,2005,Europe
Extreme temperature,Northern Europe,2006,Europe
Extreme temperature,Eastern Europe,2006,Europe
Extreme temperature,Western Europe,2005,Europe
Extreme temperature,Eastern Europe,2005,Europe
Extreme temperature,Eastern Europe,2006,Europe
Extreme temperature,Eastern Europe,2006,Europe
Extreme temperature,Southern Europe,2006,Europe
Extreme temperature,Eastern Europe,2005,Europe
Extreme temperature,Northern Europe,2005,Europe
Extreme temperature,Western Asia,2005,Asia
Extreme temperature,Eastern Europe,2006,Europe
Flood,Sub-Saharan Africa,2005,Africa
Flood,Sub-Saharan Africa,2005,Africa
Flood,Northern America,2005,Americas
Flood,South-eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Storm,Eastern Asia,2005,Asia
Wildfire,Northern America,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Eastern Europe,2005,Europe
Flood,Northern America,2005,Americas
Flood,Eastern Asia,2005,Asia
Flood,Eastern Asia,2005,Asia
Volcanic activity,Latin America and the Caribbean,2005,Americas
Storm,Latin America and the Caribbean,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Flood,Southern Asia,2005,Asia
Flood,Western Asia,2005,Asia
Earthquake,Southern Asia,2005,Asia
Wildfire,Latin America and the Caribbean,2005,Americas
Earthquake,Eastern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Southern Asia,2005,Asia
Flood,Southern Europe,2005,Europe
Flood,Northern Africa,2005,Africa
Flood,Eastern Asia,2005,Asia
Extreme temperature,Eastern Europe,2005,Europe
Extreme temperature,Southern Asia,2005,Asia
Flood,Sub-Saharan Africa,2005,Africa
Volcanic activity,Sub-Saharan Africa,2005,Africa
Storm,Northern Europe,2005,Europe
Extreme temperature,Southern Europe,2005,Europe
Flood,South-eastern Asia,2005,Asia
Flood,South-eastern Asia,2005,Asia
Drought,Sub-Saharan Africa,2005,Africa
Drought,Sub-Saharan Africa,2005,Africa
Drought,South-eastern Asia,2005,Asia
Drought,Sub-Saharan Africa,2005,Africa
Drought,South-eastern Asia,2005,Asia
Drought,Sub-Saharan Africa,2005,Africa
Drought,Sub-Saharan Africa,2005,Africa
Drought,Sub-Saharan Africa,2005,Africa
Drought,South-eastern Asia,2005,Asia
Drought,Sub-Saharan Africa,2005,Africa
Drought,Sub-Saharan Africa,2005,Africa
Drought,Latin America and the Caribbean,2005,Americas
Drought,Sub-Saharan Africa,2005,Africa
Drought,Sub-Saharan Africa,2005,Africa
Drought,Sub-Saharan Africa,2005,Africa
Drought,Sub-Saharan Africa,2005,Africa
Drought,Latin America and the Caribbean,2005,Americas
Drought,Eastern Asia,2005,Asia
Drought,Eastern Asia,2005,Asia
Drought,Sub-Saharan Africa,2005,Africa
Storm,Eastern Asia,2006,Asia
Flood,Latin America and the Caribbean,2006,Americas
Flood,Sub-Saharan Africa,2006,Africa
Flood,Sub-Saharan Africa,2006,Africa
Storm,Southern Asia,2006,Asia
Flood,South-eastern Asia,2006,Asia
Flood,Latin America and the Caribbean,2006,Americas
Flood,Latin America and the Caribbean,2006,Americas
Flood,South-eastern Asia,2006,Asia
Flood,Latin America and the Caribbean,2006,Americas
Storm,Australia and New Zealand,2006,Oceania
Storm,Sub-Saharan Africa,2006,Africa
Wildfire,Australia and New Zealand,2006,Oceania
Earthquake,Eastern Asia,2006,Asia
Flood,Western Asia,2006,Asia
Storm,Southern Asia,2006,Asia
Flood,Melanesia,2006,Oceania
Storm,Melanesia,2006,Oceania
Flood,South-eastern Asia,2006,Asia
Flood,Melanesia,2006,Oceania
Flood,Northern Africa,2006,Africa
Storm,Sub-Saharan Africa,2006,Africa
Flood,Latin America and the Caribbean,2006,Americas
Flood,Western Asia,2006,Asia
Flood,South-eastern Asia,2006,Asia
Earthquake,Sub-Saharan Africa,2006,Africa
Flood,Sub-Saharan Africa,2006,Africa
Flood,Southern Europe,2006,Europe
Flood,South-eastern Asia,2006,Asia
Flood,South-eastern Asia,2006,Asia
Flood,Sub-Saharan Africa,2006,Africa
Earthquake,Southern Asia,2006,Asia
Storm,Western Europe,2006,Europe
Storm,Western Europe,2006,Europe
Storm,Western Europe,2006,Europe
Storm,Southern Europe,2006,Europe
Storm,South-eastern Asia,2006,Asia
Flood,Eastern Europe,2006,Europe
Storm,Northern America,2006,Americas
Flood,South-eastern Asia,2006,Asia
Storm,Australia and New Zealand,2006,Oceania
Flood,Latin America and the Caribbean,2006,Americas
Storm,Sub-Saharan Africa,2006,Africa
Storm,Central Asia,2006,Asia
Flood,Sub-Saharan Africa,2006,Africa
Storm,Southern Asia,2006,Asia
Flood,Latin America and the Caribbean,2006,Americas
Earthquake,Eastern Europe,2006,Europe
Earthquake,Northern Africa,2006,Africa
Earthquake,Southern Asia,2006,Asia
Volcanic activity,Latin America and the Caribbean,2006,Americas
Storm,Australia and New Zealand,2006,Oceania
Flood,Western Europe,2006,Europe
Flood,Eastern Europe,2006,Europe
Flood,Eastern Europe,2006,Europe
Flood,Western Europe,2006,Europe
Flood,Southern Europe,2006,Europe
Flood,Eastern Europe,2006,Europe
Flood,Eastern Europe,2006,Europe
Flood,Southern Europe,2006,Europe
Flood,Eastern Europe,2006,Europe
Storm,Northern America,2006,Americas
Flood,Western Asia,2006,Asia
Storm,Northern America,2006,Americas
Flood,Sub-Saharan Africa,2006,Africa
Flood,Sub-Saharan Africa,2006,Africa
Flood,Australia and New Zealand,2006,Oceania
